year,state,month,number,date
2008,Pernambuco,April,92,1/1/2008
2009,Pernambuco,April,164,1/1/2009
2010,Pernambuco,April,179,1/1/2010
2011,Pernambuco,April,243,1/1/2011
2012,Pernambuco,April,192,1/1/2012
2013,Pernambuco,April,143,1/1/2013
2014,Pernambuco,April,63,1/1/2014
2015,Pernambuco,April,116,1/1/2015
2016,Pernambuco,April,171,1/1/2016
2017,Pernambuco,April,69,1/1/2017
1998,Pernambuco,April,372,1/1/1998
1999,Pernambuco,April,180,1/1/1999
2000,Pernambuco,April,411,1/1/2000
2001,Pernambuco,April,461,1/1/2001
2002,Pernambuco,April,638,1/1/2002
2003,Pernambuco,April,859,1/1/2003
2004,Pernambuco,April,545,1/1/2004
2005,Pernambuco,April,408,1/1/2005
2006,Pernambuco,April,310,1/1/2006
2007,Pernambuco,April,702,1/1/2007
2008,Pernambuco,April,274,1/1/2008
2009,Pernambuco,April,254,1/1/2009
2010,Pernambuco,April,347,1/1/2010
2011,Pernambuco,April,461,1/1/2011
2012,Pernambuco,April,222,1/1/2012
2013,Pernambuco,April,161,1/1/2013
2014,Pernambuco,April,174,1/1/2014
2015,Pernambuco,April,194,1/1/2015
2016,Pernambuco,April,319,1/1/2016
2017,Pernambuco,April,256,1/1/2017
1998,Pernambuco,April,141,1/1/1998
1999,Pernambuco,April,41,1/1/1999
2000,Pernambuco,April,64,1/1/2000
2001,Pernambuco,April,208,1/1/2001
2002,Pernambuco,April,521,1/1/2002
2003,Pernambuco,April,560,1/1/2003
2004,Pernambuco,April,465,1/1/2004
2005,Pernambuco,April,452,1/1/2005
2006,Pernambuco,April,385,1/1/2006
2007,Pernambuco,April,359,1/1/2007
2008,Pernambuco,April,363,1/1/2008
2009,Pernambuco,April,486,1/1/2009
2010,Pernambuco,April,831,1/1/2010
2011,Pernambuco,April,352,1/1/2011
2012,Pernambuco,April,181,1/1/2012
2013,Pernambuco,April,110,1/1/2013
2014,Pernambuco,April,111,1/1/2014
2015,Pernambuco,April,315,1/1/2015
2016,Pernambuco,April,191,1/1/2016
2017,Pernambuco,April,66,1/1/2017
1998,Pernambuco,April,59,1/1/1998
1999,Pernambuco,April,16,1/1/1999
2000,Pernambuco,April,22,1/1/2000
2001,Pernambuco,April,62,1/1/2001
2002,Pernambuco,April,259,1/1/2002
2003,Pernambuco,April,229,1/1/2003
2004,Pernambuco,April,373,1/1/2004
2005,Pernambuco,April,191,1/1/2005
2006,Pernambuco,April,207,1/1/2006
2007,Pernambuco,April,200,1/1/2007
2008,Pernambuco,April,203,1/1/2008
2009,Pernambuco,April,351,1/1/2009
2010,Pernambuco,April,117,1/1/2010
2011,Pernambuco,April,364,1/1/2011
2012,Pernambuco,April,108,1/1/2012
2013,Pernambuco,April,141,1/1/2013
2014,Pernambuco,April,101,1/1/2014
2015,Pernambuco,April,176,1/1/2015
2016,Pernambuco,April,161,1/1/2016
1998,Piau,April,0,1/1/1998
1999,Piau,April,21,1/1/1999
2000,Piau,April,5,1/1/2000
2001,Piau,April,29,1/1/2001
2002,Piau,April,33,1/1/2002
2003,Piau,April,86,1/1/2003
2004,Piau,April,42,1/1/2004
2005,Piau,April,94,1/1/2005
2006,Piau,April,133,1/1/2006
2007,Piau,April,123,1/1/2007
2008,Piau,April,61,1/1/2008
2009,Piau,April,79,1/1/2009
2010,Piau,April,99,1/1/2010
2011,Piau,April,39,1/1/2011
2012,Piau,April,80,1/1/2012
2013,Piau,April,72,1/1/2013
2014,Piau,April,79,1/1/2014
2015,Piau,April,92,1/1/2015
2016,Piau,April,94,1/1/2016
2017,Piau,April,85,1/1/2017
1998,Piau,April,0,1/1/1998
1999,Piau,April,22,1/1/1999
2000,Piau,April,12,1/1/2000
2001,Piau,April,0,1/1/2001
2002,Piau,April,160,1/1/2002
2003,Piau,April,3,1/1/2003
2004,Piau,April,20,1/1/2004
2005,Piau,April,26,1/1/2005
2006,Piau,April,23,1/1/2006
2007,Piau,April,11,1/1/2007
2008,Piau,April,21,1/1/2008
2009,Piau,April,19,1/1/2009
2010,Piau,April,54,1/1/2010
2011,Piau,April,11,1/1/2011
2012,Piau,April,31,1/1/2012
2013,Piau,April,68,1/1/2013
2014,Piau,April,14,1/1/2014
2015,Piau,April,38,1/1/2015
2016,Piau,April,97,1/1/2016
2017,Piau,April,24,1/1/2017
1998,Piau,April,0,1/1/1998
1999,Piau,April,4,1/1/1999
2000,Piau,April,14,1/1/2000
2001,Piau,April,2,1/1/2001
2002,Piau,April,63,1/1/2002
2003,Piau,April,15,1/1/2003
2004,Piau,April,27,1/1/2004
2005,Piau,April,13,1/1/2005
2006,Piau,April,18,1/1/2006
2007,Piau,April,31,1/1/2007
2008,Piau,April,4,1/1/2008
2009,Piau,April,17,1/1/2009
2010,Piau,April,47,1/1/2010
2011,Piau,April,15,1/1/2011
2012,Piau,April,71,1/1/2012
2013,Piau,April,14,1/1/2013
2014,Piau,April,88,1/1/2014
2015,Piau,April,35,1/1/2015
2016,Piau,April,53,1/1/2016
2017,Piau,April,25,1/1/2017
1998,Piau,April,0,1/1/1998
1999,Piau,April,10,1/1/1999
2000,Piau,April,15,1/1/2000
2001,Piau,April,1,1/1/2001
2002,Piau,April,87,1/1/2002
2003,Piau,April,22,1/1/2003
2004,Piau,April,10,1/1/2004
2005,Piau,April,3,1/1/2005
2006,Piau,April,1,1/1/2006
2007,Piau,April,9,1/1/2007
2008,Piau,April,7,1/1/2008
2009,Piau,April,8,1/1/2009
2010,Piau,April,56,1/1/2010
2011,Piau,April,16,1/1/2011
2012,Piau,April,119,1/1/2012
2013,Piau,April,34,1/1/2013
2014,Piau,April,63,1/1/2014
2015,Piau,April,50,1/1/2015
2016,Piau,April,35,1/1/2016
2017,Piau,April,25,1/1/2017
1998,Piau,April,0,1/1/1998
1999,Piau,April,8,1/1/1999
2000,Piau,April,25,1/1/2000
2001,Piau,April,36,1/1/2001
2002,Piau,April,84,1/1/2002
2003,Piau,April,13,1/1/2003
2004,Piau,April,80,1/1/2004
2005,Piau,April,22,1/1/2005
2006,Piau,April,0,1/1/2006
2007,Piau,April,52,1/1/2007
2008,Piau,April,12,1/1/2008
2009,Piau,April,12,1/1/2009
2010,Piau,April,231,1/1/2010
2011,Piau,April,77,1/1/2011
2012,Piau,April,334,1/1/2012
2013,Piau,April,40,1/1/2013
2014,Piau,April,138,1/1/2014
2015,Piau,April,66,1/1/2015
2016,Piau,April,60,1/1/2016
2017,Piau,April,36,1/1/2017
1998,Piau,April,46,1/1/1998
1999,Piau,April,47,1/1/1999
2000,Piau,April,18,1/1/2000
2001,Piau,April,87,1/1/2001
2002,Piau,April,161,1/1/2002
2003,Piau,April,88,1/1/2003
2004,Piau,April,239,1/1/2004
2005,Piau,April,171,1/1/2005
2006,Piau,April,40,1/1/2006
2007,Piau,April,303,1/1/2007
2008,Piau,April,33,1/1/2008
2009,Piau,April,56,1/1/2009
2010,Piau,April,208,1/1/2010
2011,Piau,April,462,1/1/2011
2012,Piau,April,834,1/1/2012
2013,Piau,April,263,1/1/2013
2014,Piau,April,373,1/1/2014
2015,Piau,April,283,1/1/2015
2016,Piau,April,153,1/1/2016
2017,Piau,April,193,1/1/2017
1998,Piau,April,189,1/1/1998
1999,Piau,April,123,1/1/1999
2000,Piau,April,75,1/1/2000
2001,Piau,April,337,1/1/2001
2002,Piau,April,534,1/1/2002
2003,Piau,April,407,1/1/2003
2004,Piau,April,564,1/1/2004
2005,Piau,April,445,1/1/2005
2006,Piau,April,150,1/1/2006
2007,Piau,April,919,1/1/2007
2008,Piau,April,97,1/1/2008
2009,Piau,April,302,1/1/2009
2010,Piau,April,1.696,1/1/2010
2011,Piau,April,864,1/1/2011
2012,Piau,April,1.755,1/1/2012
2013,Piau,April,361,1/1/2013
2014,Piau,April,1.177,1/1/2014
2015,Piau,April,690,1/1/2015
2016,Piau,April,754,1/1/2016
2017,Piau,April,643,1/1/2017
1998,Piau,April,711,1/1/1998
1999,Piau,April,499,1/1/1999
2000,Piau,April,415,1/1/2000
2001,Piau,April,1.133,1/1/2001
2002,Piau,April,2.28,1/1/2002
2003,Piau,April,864,1/1/2003
2004,Piau,April,1.002,1/1/2004
2005,Piau,April,943,1/1/2005
2006,Piau,April,911,1/1/2006
2007,Piau,April,3.551,1/1/2007
2008,Piau,April,290,1/1/2008
2009,Piau,April,790,1/1/2009
2010,Piau,April,4.035,1/1/2010
2011,Piau,April,1.958,1/1/2011
2012,Piau,April,3.614,1/1/2012
2013,Piau,April,1.015,1/1/2013
2014,Piau,April,2.265,1/1/2014
2015,Piau,April,2.057,1/1/2015
2016,Piau,April,1.647,1/1/2016
2017,Piau,April,1.572,1/1/2017
1998,Piau,April,1.991,1/1/1998
1999,Piau,April,872,1/1/1999
2000,Piau,April,1.099,1/1/2000
2001,Piau,April,2.401,1/1/2001
2002,Piau,April,2.475,1/1/2002
2003,Piau,April,3.399,1/1/2003
2004,Piau,April,2.662,1/1/2004
2005,Piau,April,3.136,1/1/2005
2006,Piau,April,1.618,1/1/2006
2007,Piau,April,4.078,1/1/2007
2008,Piau,April,1.472,1/1/2008
2009,Piau,April,1.709,1/1/2009
2010,Piau,April,5.392,1/1/2010
2011,Piau,April,4.402,1/1/2011
2012,Piau,April,4.479,1/1/2012
2013,Piau,April,2.311,1/1/2013
2014,Piau,April,2.536,1/1/2014
2015,Piau,April,5.828,1/1/2015
2016,Piau,April,1.394,1/1/2016
2017,Piau,April,3.422,1/1/2017
1998,Piau,April,2.586,1/1/1998
1999,Piau,April,1.438,1/1/1999
2000,Piau,April,2.558,1/1/2000
2001,Piau,April,3.742,1/1/2001
2002,Piau,April,2.757,1/1/2002
2003,Piau,April,2.332,1/1/2003
2004,Piau,April,2.144,1/1/2004
2005,Piau,April,3.263,1/1/2005
2006,Piau,April,1.443,1/1/2006
2007,Piau,April,2.331,1/1/2007
2008,Piau,April,1.83,1/1/2008
2009,Piau,April,913,1/1/2009
2010,Piau,April,3.863,1/1/2010
2011,Piau,April,1.484,1/1/2011
2012,Piau,April,2.506,1/1/2012
2013,Piau,April,1.269,1/1/2013
2014,Piau,April,1.788,1/1/2014
2015,Piau,April,4.068,1/1/2015
2016,Piau,April,2.598,1/1/2016
2017,Piau,April,3.004,1/1/2017
1998,Piau,April,424,1/1/1998
1999,Piau,April,334,1/1/1999
2000,Piau,April,450,1/1/2000
2001,Piau,April,1.484,1/1/2001
2002,Piau,April,1.174,1/1/2002
2003,Piau,April,1.248,1/1/2003
2004,Piau,April,1.798,1/1/2004
2005,Piau,April,1.599,1/1/2005
2006,Piau,April,740,1/1/2006
2007,Piau,April,939,1/1/2007
2008,Piau,April,594,1/1/2008
2009,Piau,April,1.336,1/1/2009
2010,Piau,April,1.417,1/1/2010
2011,Piau,April,825,1/1/2011
2012,Piau,April,447,1/1/2012
2013,Piau,April,640,1/1/2013
2014,Piau,April,717,1/1/2014
2015,Piau,April,897,1/1/2015
2016,Piau,April,1.126,1/1/2016
2017,Piau,April,449,1/1/2017
1998,Piau,April,119,1/1/1998
1999,Piau,April,74,1/1/1999
2000,Piau,April,79,1/1/2000
2001,Piau,April,230,1/1/2001
2002,Piau,April,373,1/1/2002
2003,Piau,April,459,1/1/2003
2004,Piau,April,788,1/1/2004
2005,Piau,April,486,1/1/2005
2006,Piau,April,339,1/1/2006
2007,Piau,April,317,1/1/2007
2008,Piau,April,329,1/1/2008
2009,Piau,April,570,1/1/2009
2010,Piau,April,357,1/1/2010
2011,Piau,April,362,1/1/2011
2012,Piau,April,334,1/1/2012
2013,Piau,April,468,1/1/2013
2014,Piau,April,346,1/1/2014
2015,Piau,April,626,1/1/2015
2016,Piau,April,374,1/1/2016
1998,Rio,April,0,1/1/1998
1999,Rio,April,0,1/1/1999
2000,Rio,April,0,1/1/2000
2001,Rio,April,0,1/1/2001
2002,Rio,April,0,1/1/2002
2003,Rio,April,0,1/1/2003
2004,Rio,April,1,1/1/2004
2005,Rio,April,5,1/1/2005
2006,Rio,April,12,1/1/2006
2007,Rio,April,0,1/1/2007
2008,Rio,April,1,1/1/2008
2009,Rio,April,3,1/1/2009
2010,Rio,April,13,1/1/2010
2011,Rio,April,10,1/1/2011
2012,Rio,April,12,1/1/2012
2013,Rio,April,9,1/1/2013
2014,Rio,April,35,1/1/2014
2015,Rio,April,97,1/1/2015
2016,Rio,April,9,1/1/2016
2017,Rio,April,15,1/1/2017
1998,Rio,April,0,1/1/1998
1999,Rio,April,0,1/1/1999
2000,Rio,April,1,1/1/2000
2001,Rio,April,3,1/1/2001
2002,Rio,April,1,1/1/2002
2003,Rio,April,10,1/1/2003
2004,Rio,April,8,1/1/2004
2005,Rio,April,4,1/1/2005
2006,Rio,April,7,1/1/2006
2007,Rio,April,15,1/1/2007
2008,Rio,April,2,1/1/2008
2009,Rio,April,5,1/1/2009
2010,Rio,April,73,1/1/2010
2011,Rio,April,36,1/1/2011
2012,Rio,April,11,1/1/2012
2013,Rio,April,12,1/1/2013
2014,Rio,April,116,1/1/2014
2015,Rio,April,36,1/1/2015
2016,Rio,April,16,1/1/2016
2017,Rio,April,34,1/1/2017
1998,Rio,April,0,1/1/1998
1999,Rio,April,0,1/1/1999
2000,Rio,April,0,1/1/2000
2001,Rio,April,0,1/1/2001
2002,Rio,April,1,1/1/2002
2003,Rio,April,23,1/1/2003
2004,Rio,April,4,1/1/2004
2005,Rio,April,7,1/1/2005
2006,Rio,April,8,1/1/2006
2007,Rio,April,27,1/1/2007
2008,Rio,April,2,1/1/2008
2009,Rio,April,5,1/1/2009
2010,Rio,April,10,1/1/2010
2011,Rio,April,7,1/1/2011
2012,Rio,April,20,1/1/2012
2013,Rio,April,9,1/1/2013
2014,Rio,April,38,1/1/2014
2015,Rio,April,23,1/1/2015
2016,Rio,April,16,1/1/2016
2017,Rio,April,10,1/1/2017
1998,Rio,April,0,1/1/1998
1999,Rio,April,1,1/1/1999
2000,Rio,April,2,1/1/2000
2001,Rio,April,2,1/1/2001
2002,Rio,April,8,1/1/2002
2003,Rio,April,11,1/1/2003
2004,Rio,April,3,1/1/2004
2005,Rio,April,1,1/1/2005
2006,Rio,April,8,1/1/2006
2007,Rio,April,9,1/1/2007
2008,Rio,April,2,1/1/2008
2009,Rio,April,1,1/1/2009
2010,Rio,April,10,1/1/2010
2011,Rio,April,12,1/1/2011
2012,Rio,April,12,1/1/2012
2013,Rio,April,9,1/1/2013
2014,Rio,April,25,1/1/2014
2015,Rio,April,24,1/1/2015
2016,Rio,April,45,1/1/2016
2017,Rio,April,12,1/1/2017
1998,Rio,April,0,1/1/1998
1999,Rio,April,7,1/1/1999
2000,Rio,April,5,1/1/2000
2001,Rio,April,4,1/1/2001
2002,Rio,April,4,1/1/2002
2003,Rio,April,1,1/1/2003
2004,Rio,April,0,1/1/2004
2005,Rio,April,11,1/1/2005
2006,Rio,April,4,1/1/2006
2007,Rio,April,2,1/1/2007
2008,Rio,April,0,1/1/2008
2009,Rio,April,37,1/1/2009
2010,Rio,April,6,1/1/2010
2011,Rio,April,17,1/1/2011
2012,Rio,April,18,1/1/2012
2013,Rio,April,16,1/1/2013
2014,Rio,April,20,1/1/2014
2015,Rio,April,21,1/1/2015
2016,Rio,April,30,1/1/2016
2017,Rio,April,15,1/1/2017
1998,Rio,April,3,1/1/1998
1999,Rio,April,8,1/1/1999
2000,Rio,April,14,1/1/2000
2001,Rio,April,13,1/1/2001
2002,Rio,April,13,1/1/2002
2003,Rio,April,13,1/1/2003
2004,Rio,April,19,1/1/2004
2005,Rio,April,16,1/1/2005
2006,Rio,April,19,1/1/2006
2007,Rio,April,3,1/1/2007
2008,Rio,April,4,1/1/2008
2009,Rio,April,33,1/1/2009
2010,Rio,April,7,1/1/2010
2011,Rio,April,33,1/1/2011
2012,Rio,April,14,1/1/2012
2013,Rio,April,17,1/1/2013
2014,Rio,April,54,1/1/2014
2015,Rio,April,33,1/1/2015
2016,Rio,April,37,1/1/2016
2017,Rio,April,68,1/1/2017
1998,Rio,April,21,1/1/1998
1999,Rio,April,14,1/1/1999
2000,Rio,April,22,1/1/2000
2001,Rio,April,57,1/1/2001
2002,Rio,April,17,1/1/2002
2003,Rio,April,42,1/1/2003
2004,Rio,April,23,1/1/2004
2005,Rio,April,20,1/1/2005
2006,Rio,April,54,1/1/2006
2007,Rio,April,15,1/1/2007
2008,Rio,April,14,1/1/2008
2009,Rio,April,56,1/1/2009
2010,Rio,April,55,1/1/2010
2011,Rio,April,121,1/1/2011
2012,Rio,April,50,1/1/2012
2013,Rio,April,58,1/1/2013
2014,Rio,April,62,1/1/2014
2015,Rio,April,74,1/1/2015
2016,Rio,April,131,1/1/2016
2017,Rio,April,70,1/1/2017
1998,Rio,April,21,1/1/1998
1999,Rio,April,88,1/1/1999
2000,Rio,April,34,1/1/2000
2001,Rio,April,129,1/1/2001
2002,Rio,April,184,1/1/2002
2003,Rio,April,191,1/1/2003
2004,Rio,April,74,1/1/2004
2005,Rio,April,98,1/1/2005
2006,Rio,April,79,1/1/2006
2007,Rio,April,189,1/1/2007
2008,Rio,April,19,1/1/2008
2009,Rio,April,91,1/1/2009
2010,Rio,April,316,1/1/2010
2011,Rio,April,250,1/1/2011
2012,Rio,April,72,1/1/2012
2013,Rio,April,74,1/1/2013
2014,Rio,April,199,1/1/2014
2015,Rio,April,158,1/1/2015
2016,Rio,April,241,1/1/2016
2017,Rio,April,164,1/1/2017
1998,Rio,April,44,1/1/1998
1999,Rio,April,192,1/1/1999
2000,Rio,April,16,1/1/2000
2001,Rio,April,60,1/1/2001
2002,Rio,April,45,1/1/2002
2003,Rio,April,166,1/1/2003
2004,Rio,April,205,1/1/2004
2005,Rio,April,46,1/1/2005
2006,Rio,April,197,1/1/2006
2007,Rio,April,223,1/1/2007
2008,Rio,April,132,1/1/2008
2009,Rio,April,90,1/1/2009
2010,Rio,April,353,1/1/2010
2011,Rio,April,510,1/1/2011
2012,Rio,April,172,1/1/2012
2013,Rio,April,117,1/1/2013
2014,Rio,April,318,1/1/2014
2015,Rio,April,85,1/1/2015
2016,Rio,April,195,1/1/2016
2017,Rio,April,728,1/1/2017
1998,Rio,April,6,1/1/1998
1999,Rio,April,30,1/1/1999
2000,Rio,April,25,1/1/2000
2001,Rio,April,33,1/1/2001
2002,Rio,April,313,1/1/2002
2003,Rio,April,81,1/1/2003
2004,Rio,April,26,1/1/2004
2005,Rio,April,116,1/1/2005
2006,Rio,April,12,1/1/2006
2007,Rio,April,137,1/1/2007
2008,Rio,April,42,1/1/2008
2009,Rio,April,18,1/1/2009
2010,Rio,April,35,1/1/2010
2011,Rio,April,114,1/1/2011
2012,Rio,April,163,1/1/2012
2013,Rio,April,44,1/1/2013
2014,Rio,April,500,1/1/2014
2015,Rio,April,96,1/1/2015
2016,Rio,April,30,1/1/2016
2017,Rio,April,238,1/1/2017
1998,Rio,April,6,1/1/1998
1999,Rio,April,16,1/1/1999
2000,Rio,April,2,1/1/2000
2001,Rio,April,4,1/1/2001
2002,Rio,April,11,1/1/2002
2003,Rio,April,5,1/1/2003
2004,Rio,April,49,1/1/2004
2005,Rio,April,12,1/1/2005
2006,Rio,April,1,1/1/2006
2007,Rio,April,1,1/1/2007
2008,Rio,April,0,1/1/2008
2009,Rio,April,27,1/1/2009
2010,Rio,April,23,1/1/2010
2011,Rio,April,20,1/1/2011
2012,Rio,April,13,1/1/2012
2013,Rio,April,28,1/1/2013
2014,Rio,April,36,1/1/2014
2015,Rio,April,6,1/1/2015
2016,Rio,April,19,1/1/2016
2017,Rio,April,43,1/1/2017
1998,Rio,April,1,1/1/1998
1999,Rio,April,0,1/1/1999
2000,Rio,April,0,1/1/2000
2001,Rio,April,2,1/1/2001
2002,Rio,April,8,1/1/2002
2003,Rio,April,10,1/1/2003
2004,Rio,April,9,1/1/2004
2005,Rio,April,2,1/1/2005
2006,Rio,April,0,1/1/2006
2007,Rio,April,0,1/1/2007
2008,Rio,April,6,1/1/2008
2009,Rio,April,1,1/1/2009
2010,Rio,April,10,1/1/2010
2011,Rio,April,3,1/1/2011
2012,Rio,April,18,1/1/2012
2013,Rio,April,12,1/1/2013
2014,Rio,April,25,1/1/2014
2015,Rio,April,11,1/1/2015
2016,Rio,April,5,1/1/2016
1998,Rio,April,0,1/1/1998
1999,Rio,April,32,1/1/1999
2000,Rio,April,1,1/1/2000
2001,Rio,April,2,1/1/2001
2002,Rio,April,4,1/1/2002
2003,Rio,April,113,1/1/2003
2004,Rio,April,44,1/1/2004
2005,Rio,April,153,1/1/2005
2006,Rio,April,93,1/1/2006
2007,Rio,April,63,1/1/2007
2008,Rio,April,70,1/1/2008
2009,Rio,April,110,1/1/2009
2010,Rio,April,32,1/1/2010
2011,Rio,April,15,1/1/2011
2012,Rio,April,72,1/1/2012
2013,Rio,April,25,1/1/2013
2014,Rio,April,34,1/1/2014
2015,Rio,April,45,1/1/2015
2016,Rio,April,15,1/1/2016
2017,Rio,April,28,1/1/2017
1998,Rio,April,0,1/1/1998
1999,Rio,April,11,1/1/1999
2000,Rio,April,7,1/1/2000
2001,Rio,April,0,1/1/2001
2002,Rio,April,18,1/1/2002
2003,Rio,April,9,1/1/2003
2004,Rio,April,5,1/1/2004
2005,Rio,April,42,1/1/2005
2006,Rio,April,21,1/1/2006
2007,Rio,April,9,1/1/2007
2008,Rio,April,25,1/1/2008
2009,Rio,April,8,1/1/2009
2010,Rio,April,12,1/1/2010
2011,Rio,April,5,1/1/2011
2012,Rio,April,13,1/1/2012
2013,Rio,April,24,1/1/2013
2014,Rio,April,8,1/1/2014
2015,Rio,April,15,1/1/2015
2016,Rio,April,2,1/1/2016
2017,Rio,April,10,1/1/2017
1998,Rio,April,0,1/1/1998
1999,Rio,April,9,1/1/1999
2000,Rio,April,11,1/1/2000
2001,Rio,April,0,1/1/2001
2002,Rio,April,3,1/1/2002
2003,Rio,April,1,1/1/2003
2004,Rio,April,1,1/1/2004
2005,Rio,April,15,1/1/2005
2006,Rio,April,8,1/1/2006
2007,Rio,April,7,1/1/2007
2008,Rio,April,3,1/1/2008
2009,Rio,April,2,1/1/2009
2010,Rio,April,23,1/1/2010
2011,Rio,April,3,1/1/2011
2012,Rio,April,2,1/1/2012
2013,Rio,April,6,1/1/2013
2014,Rio,April,6,1/1/2014
2015,Rio,April,3,1/1/2015
2016,Rio,April,1,1/1/2016
2017,Rio,April,3,1/1/2017
1998,Rio,April,0,1/1/1998
1999,Rio,April,21,1/1/1999
2000,Rio,April,16,1/1/2000
2001,Rio,April,10,1/1/2001
2002,Rio,April,0,1/1/2002
2003,Rio,April,2,1/1/2003
2004,Rio,April,3,1/1/2004
2005,Rio,April,2,1/1/2005
2006,Rio,April,2,1/1/2006
2007,Rio,April,1,1/1/2007
2008,Rio,April,0,1/1/2008
2009,Rio,April,1,1/1/2009
2010,Rio,April,7,1/1/2010
2011,Rio,April,0,1/1/2011
2012,Rio,April,4,1/1/2012
2013,Rio,April,7,1/1/2013
2014,Rio,April,2,1/1/2014
2015,Rio,April,4,1/1/2015
2016,Rio,April,0,1/1/2016
2017,Rio,April,6,1/1/2017
1998,Rio,April,0,1/1/1998
1999,Rio,April,1,1/1/1999
2000,Rio,April,3,1/1/2000
2001,Rio,April,56,1/1/2001
2002,Rio,April,6,1/1/2002
2003,Rio,April,0,1/1/2003
2004,Rio,April,2,1/1/2004
2005,Rio,April,3,1/1/2005
2006,Rio,April,0,1/1/2006
2007,Rio,April,2,1/1/2007
2008,Rio,April,0,1/1/2008
2009,Rio,April,0,1/1/2009
2010,Rio,April,3,1/1/2010
2011,Rio,April,0,1/1/2011
2012,Rio,April,14,1/1/2012
2013,Rio,April,2,1/1/2013
2014,Rio,April,2,1/1/2014
2015,Rio,April,4,1/1/2015
2016,Rio,April,1,1/1/2016
2017,Rio,April,2,1/1/2017
1998,Rio,April,1,1/1/1998
1999,Rio,April,4,1/1/1999
2000,Rio,April,8,1/1/2000
2001,Rio,April,13,1/1/2001
2002,Rio,April,1,1/1/2002
2003,Rio,April,1,1/1/2003
2004,Rio,April,2,1/1/2004
2005,Rio,April,0,1/1/2005
2006,Rio,April,0,1/1/2006
2007,Rio,April,0,1/1/2007
2008,Rio,April,0,1/1/2008
2009,Rio,April,0,1/1/2009
2010,Rio,April,1,1/1/2010
2011,Rio,April,1,1/1/2011
2012,Rio,April,5,1/1/2012
2013,Rio,April,1,1/1/2013
2014,Rio,April,2,1/1/2014
2015,Rio,April,5,1/1/2015
2016,Rio,April,4,1/1/2016
2017,Rio,April,3,1/1/2017
1998,Rio,April,5,1/1/1998
1999,Rio,April,7,1/1/1999
2000,Rio,April,5,1/1/2000
2001,Rio,April,25,1/1/2001
2002,Rio,April,7,1/1/2002
2003,Rio,April,7,1/1/2003
2004,Rio,April,5,1/1/2004
2005,Rio,April,2,1/1/2005
2006,Rio,April,0,1/1/2006
2007,Rio,April,7,1/1/2007
2008,Rio,April,0,1/1/2008
2009,Rio,April,0,1/1/2009
2010,Rio,April,7,1/1/2010
2011,Rio,April,0,1/1/2011
2012,Rio,April,3,1/1/2012
2013,Rio,April,0,1/1/2013
2014,Rio,April,2,1/1/2014
2015,Rio,April,3,1/1/2015
2016,Rio,April,13,1/1/2016
2017,Rio,April,4,1/1/2017
1998,Rio,April,4,1/1/1998
1999,Rio,April,40,1/1/1999
2000,Rio,April,29,1/1/2000
2001,Rio,April,55,1/1/2001
2002,Rio,April,48,1/1/2002
2003,Rio,April,97,1/1/2003
2004,Rio,April,15,1/1/2004
2005,Rio,April,9,1/1/2005
2006,Rio,April,13,1/1/2006
2007,Rio,April,26,1/1/2007
2008,Rio,April,2,1/1/2008
2009,Rio,April,1,1/1/2009
2010,Rio,April,24,1/1/2010
2011,Rio,April,10,1/1/2011
2012,Rio,April,23,1/1/2012
2013,Rio,April,2,1/1/2013
2014,Rio,April,21,1/1/2014
2015,Rio,April,16,1/1/2015
2016,Rio,April,24,1/1/2016
2017,Rio,April,21,1/1/2017
1998,Rio,April,51,1/1/1998
1999,Rio,April,35,1/1/1999
2000,Rio,April,17,1/1/2000
2001,Rio,April,45,1/1/2001
2002,Rio,April,52,1/1/2002
2003,Rio,April,112,1/1/2003
2004,Rio,April,47,1/1/2004
2005,Rio,April,37,1/1/2005
2006,Rio,April,50,1/1/2006
2007,Rio,April,50,1/1/2007
2008,Rio,April,17,1/1/2008
2009,Rio,April,29,1/1/2009
2010,Rio,April,50,1/1/2010
2011,Rio,April,22,1/1/2011
2012,Rio,April,41,1/1/2012
2013,Rio,April,7,1/1/2013
2014,Rio,April,30,1/1/2014
2015,Rio,April,36,1/1/2015
2016,Rio,April,44,1/1/2016
2017,Rio,April,48,1/1/2017
1998,Rio,April,55,1/1/1998
1999,Rio,April,40,1/1/1999
2000,Rio,April,28,1/1/2000
2001,Rio,April,34,1/1/2001
2002,Rio,April,140,1/1/2002
2003,Rio,April,276,1/1/2003
2004,Rio,April,89,1/1/2004
2005,Rio,April,168,1/1/2005
2006,Rio,April,85,1/1/2006
2007,Rio,April,88,1/1/2007
2008,Rio,April,53,1/1/2008
2009,Rio,April,84,1/1/2009
2010,Rio,April,111,1/1/2010
2011,Rio,April,76,1/1/2011
2012,Rio,April,74,1/1/2012
2013,Rio,April,71,1/1/2013
2014,Rio,April,75,1/1/2014
2015,Rio,April,129,1/1/2015
2016,Rio,April,129,1/1/2016
2017,Rio,April,85,1/1/2017
1998,Rio,April,41,1/1/1998
1999,Rio,April,62,1/1/1999
2000,Rio,April,9,1/1/2000
2001,Rio,April,41,1/1/2001
2002,Rio,April,178,1/1/2002
2003,Rio,April,366,1/1/2003
2004,Rio,April,164,1/1/2004
2005,Rio,April,249,1/1/2005
2006,Rio,April,148,1/1/2006
2007,Rio,April,130,1/1/2007
2008,Rio,April,82,1/1/2008
